Transaction Date, State ,SKU,Sales($),COGS,Qty
2018-09-10,Illinois,Panasonic Kx-TS550,147.168,130.6116,4
2018-09-19,Florida,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,86.0544,2
2018-09-14,Michigan,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,10.287,3
2018-09-18,California,Newell 343,8.82,6.4386,3
2018-09-18,California,Convenience Packs of Business Envelopes,10.86,5.7558,3
2018-09-18,California,Xerox 1911,143.7,74.72399999999999,3
2018-09-16,California,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,4.7628,2
2018-09-16,California,Newell 330,5.98,4.4252,1
2018-09-25,New York,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,10.764,2
2018-09-25,New York,Global Ergonomic Managers Chair,488.646,401.7756,3
2018-09-25,New York,Newell 333,5.56,4.1144,2
2018-09-25,New York,Eldon Wave Desk Accessories,47.12,26.387199999999996,8
2018-09-15,Texas,Xerox 1897,31.872,20.3184,8
2018-09-07,California,Tenex Chairmats For Use With Carpeted Floors,47.94,45.543,3
2018-09-03,Illinois,"Premier Elliptical Ring Binder, Black",42.616,110.8016,7
2018-09-11,Florida,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,28.465799999999998,1
2018-09-15,New York,"Master Caster Door Stop, Brown",35.56,23.4696,7
2018-09-24,Florida,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,15.421499999999998,3
2018-09-24,Florida,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,150.41429999999997,3
2018-09-02,Ohio,"Eldon 200 Class Desk Accessories, Burgundy",15.072,10.9272,3
2018-09-03,Florida,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448,15.585600000000001,4
2018-09-24,Ohio,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056,78.58019999999999,3
2018-09-16,Texas,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568,11.1996,2
