Transaction Date, State ,SKU,Sales($),COGS,Qty
2015-07-12,California,Tuff Stuff Recycled Round Ring Binders,7.712,4.916399999999999,2
2015-07-12,California,Hon 5100 Series Wood Tables,698.352,715.8108,3
2015-07-23,Arizona,Wilson Jones Custom Binder Spines & Labels,8.16,13.872,5
2015-07-23,Arizona,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,844.7472,8
2015-07-23,Arizona,Newell 324,9.24,8.316,1
2015-07-23,Arizona,Microsoft Natural Keyboard Elite,479.04,508.98,10
2015-07-22,New York,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,4.2912,2
2015-07-22,New York,Logitech G602 Wireless Gaming Mouse,159.98,102.38719999999999,2
2015-07-05,Mississippi,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,316.78020000000004,3
2015-07-05,Mississippi,Avery 516,14.62,7.748599999999999,2
2015-07-05,Mississippi,Xerox 1995,19.44,10.1088,3
2015-07-01,Washington,Cardinal Holdit Business Card Pockets,19.92,12.948,5
2015-07-11,New Jersey,Easy-staple paper,177.2,93.91599999999998,5
2015-07-11,New Jersey,Cisco SPA508G,197.97,140.5587,3
2015-07-11,New Jersey,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,641.205,3
2015-07-11,New Jersey,9-3/4 Diameter Round Wall Clock,124.11,71.9838,9
2015-07-11,New Jersey,Avery 514,14.4,7.344,5
2015-07-12,California,Fellowes Super Stor/Drawer,249.75,204.79500000000002,9
2015-07-12,California,GE DSL Phone Line Filter,255.936,227.1432,8
2015-07-01,Florida,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,503.92999999999995,2
2015-07-01,Florida,Avery Durable Binders,5.184,8.8128,6
2015-07-05,Texas,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,264.9312,3
2015-07-05,Texas,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,316.602,11
2015-07-06,New York,Canon Imageclass D680 Copier / Fax,559.992,384.99449999999996,1
2015-07-21,California,Newell 334,99.2,73.408,5
2015-07-21,California,Global Troy Executive Leather Low-Back Tilter,801.568,751.47,2
2015-07-21,California,"Hon 30"" x 60"" Table with Locking Drawer",272.848,245.56320000000002,1
2015-07-18,Arizona,Office Star - Ergonomically Designed Knee Chair,259.136,285.0496,4
2015-07-14,Illinois,Acco D-Ring Binder w/DublLock,29.932,76.3266,7
