Transaction Date, State ,SKU,Sales($),COGS,Qty
2015-01-09,Texas,Newell 312,9.344,8.176,2
2015-01-09,Texas,Memorex Micro Travel Drive 8 GB,31.2,21.45,3
2015-01-11,Delaware,"DAX Value U-Channel Document Frames, Easel Back",9.94,6.858599999999999,2
2015-01-04,Illinois,Avery 508,11.784,7.512300000000001,3
2015-01-04,Illinois,SAFCO Boltless Steel Shelving,272.736,337.5108,3
2015-01-04,Illinois,GBC Standard Plastic Binding Systems Combs,3.54,9.027000000000001,2
2015-01-13,Louisiana,Staple envelope,11.36,6.0207999999999995,2
2015-01-13,Louisiana,Brown Kraft Recycled Envelopes,50.94,25.47,3
2015-01-13,Louisiana,Plantronics S12 Corded Telephone Headset System,646.74,388.044,6
2015-01-13,Louisiana,3-ring staple pack,5.64,2.9328,3
2015-01-13,Louisiana,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,538.2252000000001,6
2015-01-10,Virginia,Avery 482,2.89,1.5317,1
2015-01-10,Virginia,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,30.644599999999997,1
2015-01-16,Pennsylvania,DAX Black Cherry Wood-Tone Poster Frame,127.104,98.5056,6
2015-01-16,Pennsylvania,AT&T 841000 Phone,124.2,155.25,3
2015-01-16,Pennsylvania,GBC Linen Binding Covers,18.588,32.2192,2
2015-01-16,Pennsylvania,Round Specialty Laser Printer Labels,30.072,19.9227,3
2015-01-20,Arkansas,Apple iPhone 5C,699.93,517.9481999999999,7
2015-01-20,Arkansas,Newell 351,22.96,16.3016,7
2015-01-20,Arkansas,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,27.020000000000003,4
2015-01-20,Arkansas,Newell 327,6.63,4.8399,3
2015-01-20,Arkansas,Staple envelope,23.34,12.3702,3
2015-01-20,Arkansas,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,843.6726000000001,3
2015-01-05,Pennsylvania,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,14.652000000000001,3
2015-01-15,Georgia,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,83.972,5
2015-01-26,Virginia,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,32.0382,3
2015-01-26,Virginia,"SAFCO Commercial Wire Shelving, 72h",489.92,489.92,8
2015-01-26,Virginia,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,10.1088,3
2015-01-26,Virginia,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,8.34,2
2015-01-26,Virginia,Macally Suction Cup Mount,155.35,155.35,13
2015-01-26,Virginia,Eldon Image Series Black Desk Accessories,12.42,7.9488,3
2015-01-26,Virginia,Jabra SPEAK 410,187.98,135.3456,2
2015-01-13,South Carolina,Global Highback Leather Tilter in Burgundy,545.94,458.5896000000001,6
2015-01-28,New York,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,2.6022999999999996,1
2015-01-31,California,"Sauder Facets Collection Library, Sky Alder Finish",290.666,287.2464,2
2015-01-27,California,Recycled Steel Personal File for Hanging File Folders,57.23,42.9225,1
2015-01-27,California,Balt Split Level Computer Training Table,333.0,349.65,3
2015-01-27,California,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,24.4148,4
2015-01-13,California,Tennsco 6- and 18-Compartment Lockers,1325.85,1087.197,5
2015-01-13,California,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,330.06960000000004,3
2015-01-13,California,4009 Highlighters by Sanford,19.9,13.332999999999998,5
2015-01-06,California,Xerox 225,19.44,10.1088,3
2015-01-18,Oregon,Fellowes Mighty 8 Compact Surge Protector,64.864,58.3776,4
2015-01-19,Arizona,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,56.056000000000004,10
2015-01-19,Arizona,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,36.4416,4
2015-01-19,Arizona,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,72.027,5
2015-01-19,Arizona,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,502.067,5
2015-01-20,California,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,10.0672,2
2015-01-20,California,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,13.510000000000002,2
2015-01-20,Michigan,Eldon Fold 'N Roll Cart System,13.98,9.9258,1
2015-01-20,Michigan,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,242.9166,3
2015-01-20,Michigan,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,10.0965,5
2015-01-20,Michigan,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,154.13440000000003,4
2015-01-20,Michigan,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,50.6008,2
2015-01-20,Michigan,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,31.1832,3
2015-01-20,Michigan,Ultra Door Push Plate,14.73,9.8691,3
2015-01-20,Michigan,Storex Dura Pro Binders,29.7,16.335,5
2015-01-30,Michigan,Xerox 1972,10.56,5.808000000000001,2
2015-01-30,Michigan,Space Solutions HD Industrial Steel Shelving.,229.94,223.0418,2
2015-01-14,Pennsylvania,Sauder Cornerstone Collection Library,61.96,115.2456,4
2015-01-20,Tennessee,GBC DocuBind TL200 Manual Binding Machine,67.194,118.7094,1
2015-01-06,Georgia,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",12.78,7.5402,3
2015-01-06,Kentucky,Global Deluxe High-Back Manager's Chair,2573.82,1827.4122000000002,9
2015-01-06,Kentucky,Ibico Hi-Tech Manual Binding System,609.98,335.48900000000003,2
2015-01-06,Kentucky,Rogers Handheld Barrel Pencil Sharpener,5.48,4.000400000000001,2
2015-01-06,Kentucky,GE 30524EE4,391.98,278.30580000000003,2
2015-01-06,Kentucky,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,551.8508,4
2015-01-06,Kentucky,"Alliance Super-Size Bands, Assorted Sizes",31.12,30.8088,4
2015-01-06,Kentucky,Southworth 25% Cotton Granite Paper & Envelopes,6.54,3.5316,1
2015-01-07,Texas,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728,130.4376,3
2015-01-07,Texas,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.43,28.6825,7
2015-01-03,Texas,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,10.8968,2
2015-01-26,South Dakota,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,5.6604,2
2015-01-26,South Dakota,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,102.2112,2
2015-01-23,Nevada,Xerox 195,40.08,20.8416,6
2015-01-13,Ohio,Xerox 1923,37.408,24.3152,7
2015-01-13,Ohio,Avery Metallic Poly Binders,3.438,5.9592,2
2015-01-23,Indiana,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,5.94,3
2015-01-21,Florida,Ultra Door Pull Handle,25.248,21.145200000000003,3
