Transaction Date, State ,SKU,Sales($),COGS,Qty
2017-09-18,New York,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,2.885,1
2017-09-17,California,Turquoise Lead Holder with Pocket Clip,20.1,13.467000000000002,3
2017-09-17,California,Panasonic Kx-TS550,73.584,65.3058,2
2017-09-17,California,Xerox 1995,6.48,3.3696000000000006,1
2017-09-06,Minnesota,Fellowes Basic Home/Office Series Surge Protectors,77.88,55.294799999999995,6
2017-09-05,Pennsylvania,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,72.45,2
2017-09-11,California,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,4.0333000000000006,1
2017-09-11,California,Logitech P710e Mobile Speakerphone,3347.37,2711.3696999999997,13
2017-09-12,Colorado,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,11.5412,4
2017-09-12,Colorado,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,414.2566,2
2017-09-12,Colorado,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,13.5184,1
2017-09-12,Colorado,Avery 509,6.264,4.2282,3
2017-09-01,New York,Sabrent 4-Port USB 2.0 Hub,6.79,4.4814,1
2017-09-01,New York,Xerox 1881,24.56,13.016799999999998,2
2017-09-01,New York,Acco Hanging Data Binders,3.048,1.9812,1
2017-09-01,New York,Xerox 1881,49.12,26.033599999999996,4
2017-09-01,New York,GBC DocuBind P400 Electric Binding System,4355.168,2939.7383999999997,4
2017-09-28,Illinois,Xerox 1960,99.136,68.15599999999999,4
2017-09-08,Texas,Super Decoflex Portable Personal File,35.952,32.3568,3
2017-09-08,Texas,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,2713.4184,4
2017-09-08,Texas,"Contico 72""H Heavy-Duty Storage System",131.136,163.92,4
2017-09-08,Texas,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,56.864200000000004,2
2017-09-05,Michigan,Aluminum Document Frame,12.22,8.554,1
2017-09-05,Michigan,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,171.5472,3
2017-09-05,Michigan,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,50.3745,3
2017-09-05,Michigan,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,49.3344,4
2017-09-05,Michigan,Office Star - Ergonomically Designed Knee Chair,242.94,213.78719999999998,3
2017-09-05,Michigan,Avery 520,22.05,11.466000000000001,7
2017-09-26,Illinois,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,843.6726,3
2017-09-26,Illinois,Staple envelope,8.928,5.580000000000001,2
2017-09-11,Pennsylvania,Xerox 1972,8.448,5.808,2
