Transaction Date, State ,SKU,Sales($),COGS,Qty
2018-11-13,Illinois,Safco Industrial Wire Shelving,230.376,279.3309,3
2018-11-06,Oregon,Flexible Leather- Look Classic Collection Ring Binder,5.682,9.47,1
2018-11-09,New York,9-3/4 Diameter Round Wall Clock,96.53,55.9874,7
2018-11-23,North Carolina,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,56.51039999999999,8
2018-11-23,North Carolina,Speck Products Candyshell Flip Case,27.992,25.8926,1
2018-11-23,North Carolina,Newell Chalk Holder,3.304,2.2302,1
2018-11-05,Arizona,"Avery Durable Slant Ring Binders, No Labels",2.388,4.2188,2
2018-11-05,Arizona,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,213.493,7
2018-11-06,New Jersey,Decoflex Hanging Personal Folder File,46.26,34.2324,3
2018-11-12,California,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,5.808000000000001,2
2018-11-19,Illinois,BPI Conference Tables,219.075,350.52,3
2018-11-03,Tennessee,Telescoping Adjustable Floor Lamp,15.992,14.992500000000001,1
2018-11-03,Washington,Xerox 191,139.86,74.12580000000001,7
2018-11-03,Washington,Global Deluxe Office Fabric Chairs,307.136,280.26160000000004,4
2018-11-06,Kentucky,Xerox 1987,5.78,2.9478000000000004,1
2018-11-23,Michigan,Coloredge Poster Frame,28.4,17.323999999999998,2
2018-11-23,Michigan,GBC VeloBinder Manual Binding System,287.92,149.7184,8
2018-11-12,New York,"Avery Durable Slant Ring Binders, No Labels",15.92,10.547,5
2018-11-26,Missouri,Executive Impressions Supervisor Wall Clock,126.3,85.884,3
2018-11-26,Missouri,SanDisk Cruzer 32 GB USB Flash Drive,38.04,25.867199999999997,2
2018-11-19,New York,Avery Printable Repositionable Plastic Tabs,41.28,27.348,6
2018-11-19,New York,Xerox 1898,13.36,6.9472,2
2018-11-24,Texas,Advantus T-Pin Paper Clips,10.824,8.2533,3
2018-11-20,California,Coloredge Poster Frame,42.6,25.986,3
2018-11-20,California,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,56.73779999999999,7
2018-11-14,Ohio,PureGear Roll-On Screen Protector,119.94,103.948,10
2018-11-14,Ohio,Prestige Round Ring Binders,3.648,6.444800000000001,2
2018-11-04,North Carolina,Cubify CubeX 3D Printer Triple Head Print,7999.98,11839.9704,4
2018-11-04,North Carolina,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,152.789,2
2018-11-03,Georgia,Avery 476,12.39,6.690600000000001,3
2018-11-04,Tennessee,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,6.4024,2
2018-11-30,New York,Lock-Up Easel 'Spel-Binder',68.472,45.36269999999999,3
2018-11-30,New York,SAFCO Arco Folding Chair,1242.9,980.5100000000001,5
2018-11-11,Texas,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,7.047,5
2018-11-11,Texas,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,50.424,4
2018-11-27,Wisconsin,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,27.694599999999998,1
2018-11-27,Wisconsin,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,87.6753,9
2018-11-05,New Mexico,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,105.5934,1
2018-11-28,Pennsylvania,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,529.4002,7
2018-11-28,Pennsylvania,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,931.6895999999999,6
2018-11-28,Pennsylvania,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,2684.916,12
2018-11-28,Pennsylvania,Xerox 210,15.552,10.108799999999999,3
2018-11-28,Pennsylvania,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,17.424,6
2018-11-30,Mississippi,Home/Office Personal File Carts,173.8,130.35000000000002,5
2018-11-14,California,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,293.4308,2
2018-11-20,North Carolina,Newell 336,23.968,21.2716,7
2018-11-20,North Carolina,Staples in misc. colors,28.728,26.9325,3
2018-11-14,New York,3M Organizer Strips,8.64,5.6160000000000005,2
2018-11-06,California,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,7.7928,2
2018-11-06,California,Dax Clear Box Frame,8.73,5.761800000000001,1
2018-11-06,California,SANFORD Liquid Accent Tank-Style Highlighters,5.68,3.9192,2
2018-11-10,Arizona,Cardinal EasyOpen D-Ring Binders,38.388,63.98,14
2018-11-10,Arizona,DYMO CardScan Personal V9 Business Card Scanner,95.994,159.99,2
2018-11-10,Arizona,Case Logic 2.4GHz Wireless Keyboard,239.952,275.9448,6
2018-11-10,Arizona,Adtran 1202752G1,201.584,186.4652,2
2018-11-10,Arizona,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136,1045.2456,4
2018-11-04,Texas,Alphabetical Labels for Top Tab Filing,23.68,14.799999999999999,2
2018-11-26,Ohio,Motorola L804,220.752,261.2232,8
2018-11-19,California,Square Credit Card Reader,31.968,29.5704,4
2018-11-24,New York,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,2.9987999999999997,1
2018-11-24,New York,Global Ergonomic Managers Chair,977.292,803.5512,6
2018-11-12,Texas,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,10.235700000000001,3
2018-11-12,Texas,Xerox 197,223.056,153.351,9
2018-11-12,Texas,Tennsco Double-Tier Lockers,540.048,587.3022,3
2018-11-13,Texas,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,34.0326,6
2018-11-26,Georgia,Newell 347,12.84,9.1164,3
2018-11-19,Texas,Xerox 1901,16.896,11.616,4
2018-11-19,Texas,Acme Elite Stainless Steel Scissors,6.672,6.1716,1
2018-11-19,Texas,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,90.46159999999999,4
2018-11-19,Texas,Telescoping Adjustable Floor Lamp,15.992,29.985,2
2018-11-30,Delaware,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,110.7174,6
2018-11-18,Washington,Eldon Portable Mobile Manager,169.68,123.8664,6
2018-11-18,Washington,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,78.1868,4
2018-11-18,Washington,Binder Clips by OIC,2.96,1.5392,2
2018-11-18,Washington,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,5.491200000000001,2
2018-11-18,Washington,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,86.346,3
2018-11-20,Ohio,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,49.47,5
2018-11-20,Ohio,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,3.0846,2
2018-11-12,Ohio,Jabra SPEAK 410 Multidevice Speakerphone,370.782,463.47749999999996,3
2018-11-21,Washington,Safco Drafting Table,70.98,50.39580000000001,1
2018-11-28,Colorado,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,57.699200000000005,2
2018-11-27,California,Tops White Computer Printout Paper,244.55,129.6115,5
2018-11-27,California,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,106.3424,8
2018-11-18,Ohio,BIC Liqua Brite Liner,38.864,31.091199999999997,7
2018-11-20,California,Novimex High-Tech Fabric Mesh Task Chair,283.92,330.057,5
2018-11-07,California,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,46.176899999999996,3
2018-11-07,California,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,694.9089,7
2018-11-09,California,"Global Leather Task Chair, Black",215.976,218.6757,3
2018-11-16,New York,Tops Green Bar Computer Printout Paper,146.82,73.41,3
2018-11-19,Texas,Office Star Flex Back Scooter Chair with White Frame,233.058,286.3284,3
2018-11-19,Texas,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,314.03520000000003,2
2018-11-21,New York,Howard Miller Distant Time Traveler Alarm Clock,27.42,16.1778,1
2018-11-21,California,Eldon Portable Mobile Manager,56.56,41.2888,2
2018-11-21,California,Newell 344,5.56,4.1144,2
2018-11-21,California,Advantus T-Pin Paper Clips,9.02,5.5022,2
2018-11-21,California,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,6.378799999999999,1
2018-11-21,California,Mitel MiVoice 5330e IP Phone,659.976,610.4778,3
2018-11-17,Virginia,Bionaire 99.97% HEPA Air Cleaner,35.04,22.776,2
2018-11-05,New York,Enermax Aurora Lite Keyboard,390.75,218.82,5
