Transaction Date, State ,SKU,Sales($),COGS,Qty
2018-01-20,New York,Global Deluxe Steno Chair,207.846,205.5366,3
2018-01-22,Montana,Canon Image Class D660 Copier,2999.95,1619.9729999999997,5
2018-01-22,Montana,Advantus Rolling Storage Box,51.45,37.5585,3
2018-01-22,Montana,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,6.578000000000001,2
2018-01-22,Montana,Tennsco Single-Tier Lockers,1126.02,1069.719,3
2018-01-23,Michigan,Balt Solid Wood Rectangular Table,210.98,189.882,2
2018-01-21,Washington,Carina Double Wide Media Storage Towers in Natural & Black,242.94,233.2224,3
2018-01-21,Washington,Logitech Illuminated - Keyboard,179.97,93.5844,3
2018-01-21,Washington,Wilson Jones Century Plastic Molded Ring Binders,99.696,66.0486,6
2018-01-21,Washington,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,18.5076,4
2018-01-21,Washington,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,66.2844,1
2018-01-21,Washington,Acco Translucent Poly Ring Binders,18.72,12.168,5
2018-01-30,Iowa,Cardinal EasyOpen D-Ring Binders,18.28,9.14,2
2018-01-30,Iowa,AT&T 841000 Phone,207.0,155.25,3
2018-01-30,Iowa,GBC Instant Report Kit,32.35,16.175,5
2018-01-30,Iowa,DXL Angle-View Binders with Locking Rings by Samsill,7.71,4.2405,1
2018-01-30,Iowa,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3,29.418999999999997,2
2018-01-30,Iowa,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58,20.056399999999996,7
2018-01-01,Ohio,"Linden 10"" Round Wall Clock, Black",48.896,40.3392,4
2018-01-07,Michigan,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2379.986,2
2018-01-21,North Carolina,"Fellowes Mobile File Cart, Black",348.208,317.7398,7
2018-01-21,North Carolina,GBC Recycled VeloBinder Covers,35.784,64.4112,7
2018-01-14,North Carolina,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,14.4054,1
2018-01-14,North Carolina,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,7.227,5
2018-01-02,North Carolina,Cisco CP-7937G Unified IP Conference Station Phone,695.7,723.528,2
2018-01-02,North Carolina,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,28.188000000000002,5
2018-01-02,North Carolina,Avery Recycled Flexi-View Covers for Binding Systems,28.854,50.0136,6
2018-01-28,California,Logitech G13 Programmable Gameboard with LCD Display,239.97,213.5733,3
2018-01-28,California,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,24.9084,3
2018-01-20,California,RCA Visys Integrated PBX 8-Line Router,160.776,150.72750000000002,3
2018-01-12,District of Columbia,Xerox 195,40.08,20.8416,6
2018-01-12,District of Columbia,Flat Face Poster Frame,37.68,21.8544,2
2018-01-19,Texas,Avery 510,6.0,3.9,2
2018-01-07,Florida,Zipper Ring Binder Pockets,2.808,4.7736,3
2018-01-27,Ohio,Newell 312,14.016,12.264,3
2018-01-27,Ohio,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.976,80.973,3
2018-01-27,Ohio,JBL Micro Wireless Portable Bluetooth Speaker,107.982,134.9775,3
2018-01-08,Washington,Balt Solid Wood Round Tables,892.98,812.6118,2
2018-01-24,Georgia,Revere Boxed Rubber Bands by Revere,5.67,5.5565999999999995,3
2018-01-20,California,Staples in misc. colors,24.2,16.214,5
2018-01-20,California,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,229.4847,3
2018-01-21,Michigan,Avery Durable Binders,14.4,7.344,5
2018-01-21,Michigan,Logitech G19 Programmable Gaming Keyboard,619.95,508.35900000000004,5
2018-01-21,Michigan,"Avery Flip-Chart Easel Binder, Black",89.52,47.4456,4
2018-01-21,Michigan,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,198.8847,3
2018-01-21,Michigan,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,115.49300000000001,1
2018-01-15,Pennsylvania,Belkin F9M820V08 8 Outlet Surge,34.384,30.5158,1
2018-01-15,Pennsylvania,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,1611.4840000000002,8
2018-01-26,Alabama,Newell 311,15.47,11.2931,7
2018-01-26,Alabama,Avery Poly Binder Pockets,7.16,3.7232000000000003,2
2018-01-30,California,Space Solutions Commercial Steel Shelving,129.3,122.83500000000001,2
2018-01-29,Illinois,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128,32.745599999999996,4
2018-01-15,Massachusetts,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,6.858,2
2018-01-01,California,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,275.1694,11
