Transaction Date, State ,SKU,Sales($),COGS,Qty
2015-03-01,Washington,Global Deluxe High-Back Manager's Chair,457.568,406.09159999999997,2
2015-03-21,Ohio,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,6.2042,2
2015-03-21,Ohio,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,4.4604,3
2015-03-03,North Carolina,Zebra Zazzle Fluorescent Highlighters,19.456,16.0512,4
2015-03-15,Florida,"Hot File 7-Pocket, Floor Stand",142.776,124.929,1
2015-03-15,Florida,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,40.5552,3
2015-03-15,Florida,Insertable Tab Post Binder Dividers,7.218,12.7518,3
2015-03-15,Florida,GBC VeloBinder Manual Binding System,43.188,74.8592,4
2015-03-15,Florida,Xerox 1889,131.904,84.08879999999999,3
2015-03-03,New York,PowerGen Dual USB Car Charger,9.99,5.3946000000000005,1
2015-03-03,New York,Ibico Laser Imprintable Binding System Covers,125.76,84.888,3
2015-03-03,New York,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,16.1415,5
2015-03-10,Michigan,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,11.637599999999999,2
2015-03-17,Minnesota,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,57.2058,2
2015-03-17,Minnesota,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,23.59,7
2015-03-17,Minnesota,Newell 35,19.68,13.9728,6
2015-03-17,Minnesota,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,28.302,10
2015-03-17,Minnesota,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,18.657600000000002,6
2015-03-11,Ohio,Eldon Wave Desk Accessories,8.32,6.032,5
2015-03-11,Ohio,Stockwell Push Pins,10.464,8.7636,6
2015-03-04,South Carolina,Sensible Storage WireTech Storage Systems,354.9,337.155,5
2015-03-22,North Carolina,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,13.5044,4
2015-03-22,North Carolina,GBC Prestige Therm-A-Bind Covers,51.465,90.92150000000001,5
2015-03-14,California,Xerox 1972,10.56,5.808000000000001,2
2015-03-14,California,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,2.1294,1
2015-03-10,Colorado,Tennsco 6- and 18-Compartment Lockers,636.408,652.3182,3
2015-03-10,Colorado,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,73.8116,4
2015-03-31,California,GBC DocuBind 200 Manual Binding Machine,673.568,420.98,2
2015-03-31,California,Fellowes Advanced Computer Series Surge Protectors,52.98,38.145599999999995,2
2015-03-17,New York,Bretford Rectangular Conference Table Tops,1579.746,2027.3407000000002,7
2015-03-17,New York,Balt Solid Wood Round Tables,1071.576,1625.2236,4
2015-03-17,New York,"Hon 30"" x 60"" Table with Locking Drawer",613.908,736.6896,3
2015-03-17,New York,Xerox 1926,34.86,18.4758,7
2015-03-17,New York,Xerox 1918,155.04,79.07039999999999,4
2015-03-25,New York,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,301.5796,7
2015-03-18,Florida,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,837.726,4
2015-03-18,Florida,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,24449.558399999998,6
2015-03-18,Florida,Xerox 195,21.376,13.894400000000001,4
2015-03-18,Florida,Avery Fluorescent Highlighter Four-Color Set,8.016,7.014,3
2015-03-18,Florida,"Executive Impressions 13"" Clairmont Wall Clock",30.768,22.6914,2
2015-03-18,Florida,Staples,18.936,13.0185,3
2015-03-18,Florida,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,107.058,3
2015-03-14,Virginia,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,854.94,4
2015-03-22,Arizona,Xerox 1951,74.352,51.117000000000004,3
2015-03-22,Arizona,Office Star - Mesh Screen back chair with Vinyl seat,314.352,349.71659999999997,3
2015-03-30,New York,Peel-Off China Markers,49.65,28.796999999999997,5
2015-03-11,New York,"Southworth 100% Résumé Paper, 24lb.",108.92,59.906,14
2015-03-16,North Carolina,Polycom VoiceStation 500 Conference phone,471.92,442.425,2
2015-03-23,California,Economy Rollaway Files,330.4,244.49599999999998,2
2015-03-23,California,Ooma Telo VoIP Home Phone System,604.752,566.9549999999999,6
2015-03-26,California,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,57.681,3
2015-03-22,Indiana,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,9.768,2
2015-03-04,Florida,"BIC Brite Liner Highlighters, Chisel Tip",15.552,13.219199999999999,3
2015-03-24,New York,Xerox 190,24.9,13.197,5
2015-03-14,Utah,GBC Wire Binding Combs,33.088,21.9208,4
2015-03-14,Utah,Carina Double Wide Media Storage Towers in Natural & Black,80.98,77.74080000000001,1
2015-03-14,Utah,Imation 30456 USB Flash Drive 8GB,82.8,76.176,12
2015-03-14,Utah,Staple magnet,21.36,15.5928,2
2015-03-14,Utah,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,41.882400000000004,2
2015-03-31,Pennsylvania,Avery Round Ring Poly Binders,0.852,1.4484,1
2015-03-07,Washington,"Global Push Button Manager's Chair, Indigo",48.712,43.2319,1
2015-03-07,Washington,Newell 330,17.94,13.2756,3
2015-03-07,Washington,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,238.0812,3
2015-03-31,Illinois,Fellowes Black Plastic Comb Bindings,8.134,21.9618,7
2015-03-31,Illinois,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,79.984,65.98679999999999,2
2015-03-17,Texas,Newell 333,4.448,4.114400000000001,2
2015-03-17,Texas,Xerox 1966,5.184,3.3048,1
2015-03-17,Texas,Xerox 1967,15.552,10.108799999999999,3
2015-03-07,Washington,Catalog Binders with Expanding Posts,107.648,74.008,2
2015-03-30,Washington,Sterilite Show Offs Storage Containers,15.84,15.84,3
2015-03-30,Washington,Avery 490,44.4,22.2,3
2015-03-21,North Carolina,Tennsco Commercial Shelving,16.272,20.136599999999998,1
2015-03-31,Florida,Avery Hole Reinforcements,1.869,3.1773,1
2015-03-01,New York,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,4.336200000000001,3
2015-03-30,New York,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,7.5600000000000005,5
2015-03-02,New York,Staple envelope,11.36,6.0207999999999995,2
2015-03-02,New York,"Array Parchment Paper, Assorted Colors",36.4,18.927999999999997,5
2015-03-30,California,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,217.764,2
2015-03-18,California,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,1127.84,10
2015-03-19,Florida,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,295.6281,3
2015-03-19,Florida,Avery 501,11.808,7.8228,4
2015-03-19,Florida,Crate-A-Files,26.16,24.198,3
2015-03-19,Florida,"Avery Flip-Chart Easel Binder, Black",33.57,59.307,5
2015-03-19,Florida,Eldon Wave Desk Accessories,4.992,3.6192,3
2015-03-19,Florida,Document Clip Frames,20.016,14.511599999999998,3
2015-03-19,Florida,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24,117.04,2
2015-03-01,Illinois,Novimex Swivel Fabric Task Chair,634.116,806.2332,6
2015-03-01,Illinois,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,11.793600000000001,3
2015-03-23,Florida,Avery 476,9.912,6.690600000000001,3
2015-03-11,Kentucky,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,108.60239999999999,3
2015-03-11,Kentucky,Maxell DVD-RAM Discs,32.96,18.7872,2
2015-03-11,Kentucky,Panasonic KX-TG9471B,587.97,423.33840000000004,3
2015-03-11,Kentucky,Xerox 198,14.94,7.9182,3
2015-03-03,Ohio,Avery 495,15.12,10.206,3
2015-03-03,Ohio,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45,502.067,5
2015-03-03,Ohio,Eldon Shelf Savers Cubes and Bins,44.672,54.7232,8
2015-03-29,Texas,Bush Advantage Collection Racetrack Conference Table,890.841,1043.5566,3
2015-03-18,California,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111.0,96.57,2
2015-03-18,California,Swingline SM12-08 MicroCut Jam Free Shredder,1279.968,863.9784000000001,4
2015-03-18,California,Tennsco 6- and 18-Compartment Lockers,1856.19,1522.0758,7
2015-03-03,Texas,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,636.3792,3
2015-03-17,Mississippi,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",11.43,6.0579,3
2015-03-17,Mississippi,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,15.524400000000002,2
2015-03-17,Mississippi,Xerox 1957,12.96,6.609600000000001,2
2015-03-17,Mississippi,EcoTones Memo Sheets,16.0,8.32,4
2015-03-17,Mississippi,Belkin 6 Outlet Metallic Surge Strip,32.67,24.175800000000002,3
2015-03-21,Virginia,Samsung Galaxy S4 Active,3499.93,2589.9482,7
2015-03-21,Virginia,Avery 492,14.4,7.776000000000001,5
2015-03-21,Virginia,Xerox 1919,122.97,62.7147,3
2015-03-21,Virginia,American Pencil,9.32,6.6172,4
2015-03-21,Virginia,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,63.928799999999995,3
2015-03-30,Texas,Airmail Envelopes,335.72,222.41450000000003,5
2015-03-30,Texas,Innergie mMini Combo Duo USB Travel Charging Kit,251.944,163.7636,7
2015-03-30,Texas,"Global Stack Chair without Arms, Black",127.302,136.395,7
2015-03-24,California,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,25.907199999999996,2
2015-03-28,Iowa,Poly String Tie Envelopes,6.12,3.2436000000000003,3
2015-03-28,Iowa,Hon 94000 Series Round Tables,1184.72,1078.0952,4
2015-03-01,Texas,Plymouth Boxed Rubber Bands by Plymouth,18.84,22.3725,5
2015-03-01,Texas,Harbour Creations Steel Folding Chair,362.25,362.25,6
2015-03-01,Texas,DAX Black Cherry Wood-Tone Poster Frame,63.552,98.5056,6
2015-03-01,Texas,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,152.2236,3
2015-03-17,Pennsylvania,Xerox 1909,126.624,85.4712,6
2015-03-11,California,Economy #2 Pencils,7.98,5.905200000000001,3
2015-03-01,Texas,Recycled Steel Personal File for Hanging File Folders,137.352,128.7675,3
2015-03-01,Texas,Bevis Round Conference Room Tables and Bases,376.509,419.53860000000003,3
2015-03-21,Tennessee,Avery 505,59.2,37.0,5
2015-03-21,Tennessee,DAX Wood Document Frame,32.952,26.3616,3
2015-03-21,Tennessee,Global Highback Leather Tilter in Burgundy,218.376,229.2948,3
2015-03-30,Minnesota,Space Solutions Commercial Steel Shelving,129.3,122.83500000000001,2
