Transaction Date, State ,SKU,Sales($),COGS,Qty
2016-09-25,Utah,Bretford CR4500 Series Slim Rectangular Table,1044.63,804.3651000000001,3
2016-09-17,Pennsylvania,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,4748.4822,7
2016-09-17,Pennsylvania,Avery Recycled Flexi-View Covers for Binding Systems,9.618,16.6712,2
2016-09-17,Pennsylvania,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,108.675,3
2016-09-17,Pennsylvania,Poly String Tie Envelopes,3.264,2.1624,2
2016-09-17,Pennsylvania,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,76.5948,6
2016-09-17,Pennsylvania,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,12.573,6
2016-09-17,Pennsylvania,Lumber Crayons,15.76,12.214,2
2016-09-03,North Carolina,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,138.1765,7
2016-09-07,California,Safco Industrial Wire Shelving,671.93,651.7720999999999,7
2016-09-26,Texas,Round Ring Binders,2.08,5.5120000000000005,5
2016-09-26,Texas,Bose SoundLink Bluetooth Speaker,1114.4,738.2900000000001,7
2016-09-26,Oregon,Easy-staple paper,141.76,93.916,5
2016-09-26,Oregon,Microsoft Arc Touch Mouse,239.8,191.84,5
2016-09-26,Oregon,Xerox 216,31.104,20.217599999999997,6
2016-09-01,California,Storex Dura Pro Binders,4.752,3.1482,1
2016-09-01,California,Hewlett Packard LaserJet 3310 Copier,959.984,623.9896000000001,2
2016-09-01,California,Avery Non-Stick Binders,14.368,9.878,4
2016-09-03,Pennsylvania,Eldon Gobal File Keepers,36.336,43.6032,3
2016-09-03,Pennsylvania,Martin Yale Chadless Opener Electric Letter Opener,666.248,816.1538,1
2016-09-03,Pennsylvania,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,32.82,6
2016-09-18,California,Personal Creations Ink Jet Cards and Labels,160.72,81.9672,14
2016-09-18,California,Rediform S.O.S. Phone Message Books,19.92,10.159200000000002,4
2016-09-18,California,Acme Value Line Scissors,7.3,5.109999999999999,2
2016-09-10,California,Martin-Yale Premier Letter Opener,51.52,49.9744,4
2016-09-22,California,Luxo Professional Combination Clamp-On Lamps,204.6,151.404,2
2016-09-17,California,Xerox 216,32.4,16.848,5
2016-09-04,Georgia,Xerox 1908,279.9,142.74899999999997,5
2016-09-04,Georgia,Logitech G19 Programmable Gaming Keyboard,619.95,508.35900000000004,5
2016-09-04,Georgia,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2.3108000000000004,2
2016-09-04,Georgia,Security-Tint Envelopes,15.28,7.7928,2
2016-09-15,Florida,Xerox 21,15.552,10.108799999999999,3
2016-09-15,Florida,Ultra Door Push Plate,15.712,13.1588,4
2016-09-15,Florida,"Decoflex Hanging Personal Folder File, Blue",24.672,22.5132,2
2016-09-15,Florida,"Tenex ""The Solids"" Textured Chair Mats",55.968,58.0668,1
2016-09-19,Virginia,Sauder Cornerstone Collection Library,61.96,57.6228,2
2016-09-14,Utah,"Lesro Round Back Collection Coffee Table, End Table",912.75,794.0925,5
2016-09-21,Texas,ShoreTel ShorePhone IP 230 VoIP phone,946.344,828.051,7
2016-09-21,Texas,Hypercom P1300 Pinpad,151.2,119.07,3
2016-09-21,Texas,Longer-Life Soft White Bulbs,4.928,6.4064,4
2016-09-26,Arizona,Petty Cash Envelope,86.272,54.998400000000004,4
2016-09-26,Arizona,GBC VeloBinder Electric Binding Machine,72.588,120.97999999999999,2
2016-09-26,Arizona,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.672,46.2624,2
2016-09-26,Arizona,Lock-Up Easel 'Spel-Binder',77.031,136.0881,9
2016-09-26,Arizona,2300 Heavy-Duty Transfer File Systems by Perma,119.904,121.4028,6
2016-09-26,Arizona,Samsung Rugby III,263.96,240.8635,5
2016-09-26,Arizona,SAFCO Boltless Steel Shelving,363.648,450.0144,4
2016-09-24,Pennsylvania,Newell 320,6.848,6.2488,2
2016-09-24,Louisiana,Harbour Creations Steel Folding Chair,517.5,362.25,6
2016-09-26,Pennsylvania,Catalog Binders with Expanding Posts,121.104,222.024,6
2016-09-26,Pennsylvania,Grandstream GXP2100 Mainstream Business Phone,45.894,55.0728,1
2016-09-17,Texas,Howard Miller Distant Time Traveler Alarm Clock,21.936,32.3556,2
2016-09-17,Texas,GBC Imprintable Covers,6.588,16.7994,3
2016-09-25,New Jersey,Memorex Micro Travel Drive 16 GB,63.96,44.132400000000004,4
2016-09-25,New Jersey,Tuff Stuff Recycled Round Ring Binders,14.46,7.374600000000001,3
2016-09-25,New Jersey,netTALK DUO VoIP Telephone Service,104.98,52.49,2
2016-09-03,California,Sterilite Officeware Hinged File Box,31.44,22.9512,3
2016-09-03,California,Kingston Digital DataTraveler 16GB USB 2.0,17.9,14.498999999999999,2
2016-09-03,California,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,82.84799999999998,5
2016-09-05,California,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,416.1712,4
2016-09-05,California,"DXL Angle-View Binders with Locking Rings, Black",28.752,19.0482,6
2016-09-05,California,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,313.8954,3
2016-09-14,California,KI Conference Tables,170.136,178.6428,3
