Transaction Date, State ,SKU,Sales($),COGS,Qty
2017-03-11,Minnesota,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,26.208599999999997,2
2017-03-11,Minnesota,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,9.2538,2
2017-03-13,Arizona,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,140.154,5
2017-03-13,Arizona,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,187.9452,2
2017-03-18,Tennessee,Balt Solid Wood Rectangular Table,189.882,284.823,3
2017-03-20,Oregon,i.Sound Portable Power - 8000 mAh,84.784,104.92020000000001,2
2017-03-20,Oregon,Xerox 225,20.736,13.4784,4
2017-03-20,Oregon,Clear Mylar Reinforcing Strips,16.821,29.717100000000002,3
2017-03-20,Oregon,Xerox 1894,10.368,6.7392,2
2017-03-26,New York,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,441.55199999999996,5
2017-03-20,Illinois,Belkin iPhone and iPad Lightning Cable,11.992,11.092600000000001,1
2017-03-12,Louisiana,Xerox 218,12.96,6.739200000000001,2
2017-03-07,Texas,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,19.4916,3
2017-03-05,Texas,Cameo Buff Policy Envelopes,149.352,98.9457,3
2017-03-05,Texas,Acco Perma 4000 Stacking Storage Drawers,12.992,13.804,1
2017-03-20,Missouri,Chromcraft Round Conference Tables,697.16,550.7564,4
2017-03-08,Florida,Cisco Unified IP Phone 7945G VoIP phone,1363.96,1278.7125,5
2017-03-08,Florida,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,106.1985,3
2017-03-01,New York,Chromcraft Round Conference Tables,836.592,1101.5128,8
2017-03-01,New York,Easy-staple paper,26.38,14.245199999999999,1
2017-03-01,New York,Adjustable Depth Letter/Legal Cart,362.92,257.6732,2
2017-03-01,New York,Ativa V4110MDD Micro-Cut Shredder,4899.93,2498.9643,7
2017-03-30,Connecticut,Xerox 188,11.34,5.783399999999999,1
2017-03-28,Virginia,Hanging Personal Folder File,31.4,23.549999999999997,2
2017-03-11,New Jersey,Chromcraft Round Conference Tables,244.006,275.3782,2
2017-03-15,Pennsylvania,V7 USB Numeric Keypad,83.976,97.6221,3
