Transaction Date, State ,SKU,Sales($),COGS,Qty
2016-05-31,California,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,32.109,7
2016-05-31,California,Xerox 1883,105.52,56.980799999999995,4
2016-05-31,California,"Tenex Personal Project File with Scoop Front Design, Black",80.88,59.85119999999999,6
2016-05-28,Washington,Newell 311,6.63,4.8399,3
2016-05-04,New York,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,13.936,2
2016-05-14,Pennsylvania,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,180.92319999999998,8
2016-05-14,Pennsylvania,Avery 490,47.36,29.599999999999998,4
2016-05-14,Pennsylvania,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,138.1765,7
2016-05-14,Pennsylvania,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,65.9448,4
2016-05-14,Pennsylvania,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,1.8872000000000002,1
2016-05-14,Pennsylvania,GBC Linen Binding Covers,18.588,32.2192,2
2016-05-14,Pennsylvania,Wilson Jones Custom Binder Spines & Labels,4.896,8.3232,3
2016-05-23,South Carolina,Cameo Buff Policy Envelopes,186.69,98.9457,3
2016-05-31,Connecticut,3M Hangers With Command Adhesive,22.2,13.097999999999999,6
2016-05-29,Washington,Xerox 1894,32.4,16.848,5
2016-05-29,Washington,Standard Rollaway File with Lock,540.57,400.02180000000004,3
2016-05-29,Washington,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,104.85,5
2016-05-08,Ohio,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,7.099200000000001,6
2016-05-25,Colorado,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,761.1551999999999,13
2016-05-28,New York,Boston 16701 Slimline Battery Pencil Sharpener,47.82,33.474000000000004,3
2016-05-28,New York,Avery 494,13.05,7.047000000000001,5
2016-05-01,California,OtterBox Defender Series Case - iPhone 5c,88.752,77.658,3
2016-05-16,Florida,Razer Kraken PRO Over Ear PC and Music Headset,255.968,223.97199999999998,4
2016-05-25,California,Ultra Door Push Plate,14.73,9.8691,3
2016-05-08,Oregon,Newell 321,5.248,4.6576,2
2016-05-31,Utah,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,1266.174,7
2016-05-31,Utah,Self-Adhesive Removable Labels,15.75,8.190000000000001,5
2016-05-31,Utah,Fellowes Super Stor/Drawer Files,323.1,261.711,2
2016-05-12,California,Xerox 1962,12.84,7.062,3
2016-05-12,California,Xerox 1953,25.68,14.124,6
2016-05-07,Texas,Chromcraft Round Conference Tables,244.006,275.3782,2
2016-05-07,Texas,Xerox 198,15.936,10.5576,4
2016-05-23,Arizona,Cardinal EasyOpen D-Ring Binders,19.194,31.99,7
2016-05-23,Arizona,Fellowes Superior 10 Outlet Split Surge Protector,121.792,108.0904,4
2016-05-04,Illinois,Staple-based wall hangings,22.288,31.203200000000002,7
2016-05-03,California,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,559.3392,6
2016-05-01,Florida,DAX Black Cherry Wood-Tone Poster Frame,63.552,49.2528,3
2016-05-01,Florida,"Fiskars 8"" Scissors, 2/Pack",41.376,36.721199999999996,3
2016-05-01,Florida,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.704,161.91,6
2016-05-02,Texas,Avery 501,8.856,5.8671,3
2016-05-02,Texas,Samsung Rugby III,158.376,144.5181,3
2016-05-17,Texas,GBC Twin Loop Wire Binding Elements,33.28,83.2,5
2016-05-17,Texas,Things To Do Today Pad,14.088,9.1572,3
2016-05-25,Kansas,SANFORD Major Accent Highlighters,21.24,13.1688,3
2016-05-25,Kansas,GBC DocuBind P50 Personal Binding Machine,127.96,67.8188,2
2016-05-26,North Carolina,Xerox 1991,18.272,12.333599999999999,1
2016-05-26,North Carolina,Xerox 1937,153.728,99.92320000000001,4
2016-05-26,North Carolina,Security-Tint Envelopes,12.224,7.792800000000001,2
2016-05-26,North Carolina,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,117.56079999999999,7
2016-05-28,New York,Panasonic Kx-TS550,45.99,32.6529,1
2016-05-28,New York,"Hot File 7-Pocket, Floor Stand",535.41,374.787,3
2016-05-28,New York,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,4.038600000000001,2
2016-05-28,New York,Xerox 219,45.36,23.5872,7
2016-05-03,Pennsylvania,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,45.6768,2
2016-05-03,Pennsylvania,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,17.1796,2
2016-05-03,Pennsylvania,Xerox 1897,7.968,5.0796,2
2016-05-03,Pennsylvania,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,16.1525,7
2016-05-03,Pennsylvania,SanDisk Cruzer 16 GB USB Flash Drive,27.552,27.8964,3
2016-05-03,Pennsylvania,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,880.2924,6
2016-05-03,Pennsylvania,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,86.34599999999999,3
2016-05-12,Colorado,VTech DS6151,201.584,181.4256,2
2016-05-25,Tennessee,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04,408.66,4
2016-05-08,Minnesota,Wilson Jones Legal Size Ring Binders,43.98,21.99,2
2016-05-08,Minnesota,VTech DS6151,377.97,272.13840000000005,3
2016-05-08,Minnesota,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,112.80359999999999,3
2016-05-23,Rhode Island,Advantus Rolling Storage Box,51.45,37.5585,3
2016-05-12,New York,Portable Personal File Box,36.63,26.739900000000002,3
2016-05-21,Illinois,Fellowes Basic Home/Office Series Surge Protectors,20.768,73.7264,8
2016-05-21,Washington,Ibico Plastic and Wire Spiral Binding Combs,26.976,18.208799999999997,4
2016-05-30,New York,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,237.5703,3
2016-05-30,New York,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,115.43039999999999,2
2016-05-30,New York,Plantronics MX500i Earset,128.85,124.9845,3
2016-05-08,New York,Xerox 1912,37.94,19.728799999999996,2
2016-05-15,Georgia,Wausau Papers Astrobrights Colored Envelopes,17.94,9.149400000000002,3
2016-05-08,New York,DAX Black Cherry Wood-Tone Poster Frame,79.44,49.25279999999999,3
2016-05-08,New York,Compact Automatic Electric Letter Opener,357.93,350.7714,3
2016-05-08,New York,"Situations Contoured Folding Chairs, 4/Set",127.764,106.47,2
2016-05-08,New York,Sharp AL-1530CS Digital Copier,2799.944,1784.9643,7
2016-05-08,New York,Xerox 204,19.44,10.1088,3
2016-05-04,Texas,ShoreTel ShorePhone IP 230 VoIP phone,946.344,828.051,7
2016-05-07,Kentucky,Xerox 1902,45.68,24.6672,2
2016-05-12,Washington,Prestige Round Ring Binders,14.592,9.667200000000001,3
2016-05-01,California,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,7.7622,1
2016-05-01,California,Eldon Simplefile Box Office,37.32,26.8704,3
2016-05-01,California,"Acme 10"" Easy Grip Assistive Scissors",35.06,24.542,2
2016-05-04,Indiana,Model L Table or Wall-Mount Pencil Sharpener,125.93,90.6696,7
2016-05-14,California,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,1062.0240000000001,4
2016-05-20,North Carolina,"Dana Fluorescent Magnifying Lamp, White, 36""",163.136,142.744,4
2016-05-20,North Carolina,Pressboard Data Binders by Wilson Jones,6.408,11.3208,4
2016-05-31,Minnesota,Hon Pagoda Stacking Chairs,2567.84,1797.4880000000003,8
2016-05-24,Illinois,"Global High-Back Leather Tilter, Burgundy",602.651,766.2276999999999,7
2016-05-24,Illinois,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,20.6712,6
2016-05-21,Pennsylvania,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",24.588,42.6192,2
2016-05-13,Illinois,Toshiba IPT2010-SD IP Telephone,222.384,205.7052,2
2016-05-13,Illinois,Advantus Plastic Paper Clips,16.0,10.4,4
2016-05-03,California,Newell 317,8.82,6.2622,3
2016-05-03,California,Ibico Recycled Linen-Style Covers,62.496,40.6224,2
2016-05-03,California,Logitech Gaming G510s - Keyboard,339.96,217.57439999999997,4
2016-05-03,California,GBC Linen Binding Covers,49.568,32.2192,2
2016-05-26,Washington,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,12.3464,1
2016-05-31,North Carolina,Newell 347,10.272,9.1164,3
2016-05-14,California,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.9575,467.961,5
2016-05-14,California,Dana Halogen Swing-Arm Architect Lamp,122.91,88.4952,3
2016-05-14,California,Novimex Fabric Task Chair,97.568,103.666,2
2016-05-14,California,"Global Leather and Oak Executive Chair, Black",722.352,641.0874,3
2016-05-23,Michigan,Harmony Air Purifier,850.5,604.8,5
2016-05-23,Michigan,Westinghouse Clip-On Gooseneck Lamps,75.33,55.7442,9
2016-05-31,New York,Bagged Rubber Bands,7.56,7.2576,6
2016-05-22,California,Avery 476,8.26,4.4604,2
2016-05-22,California,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32,2638.8215,7
2016-05-22,California,Pizazz Global Quick File,104.79,75.4488,7
2016-05-22,California,Aastra 57i VoIP phone,775.728,717.5483999999999,6
2016-05-10,Illinois,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,262.589,5
2016-05-10,Illinois,Boston KS Multi-Size Manual Pencil Sharpener,36.784,33.105599999999995,2
2016-05-28,Connecticut,Acco Perma 4000 Stacking Storage Drawers,16.24,13.803999999999998,1
2016-05-28,Connecticut,"Personal Filing Tote with Lid, Black/Gray",77.55,55.836,5
2016-05-10,Colorado,Belkin Standard 104 key USB Keyboard,46.688,49.606,4
2016-05-15,Pennsylvania,Fellowes Neat Ideas Storage Cubes,51.968,62.3616,2
2016-05-12,Texas,DAX Wood Document Frame.,21.968,37.894800000000004,4
2016-05-12,Texas,Digium D40 VoIP phone,619.152,549.4974000000001,6
2016-05-12,Texas,Xerox 1964,127.904,86.33519999999999,7
2016-05-18,California,"Wirebound Message Book, 4 per Page",10.86,5.5386,2
2016-05-25,Texas,Fiskars Spring-Action Scissors,22.368,20.690399999999997,2
2016-05-25,Texas,Xerox 1978,32.368,20.634600000000002,7
2016-05-25,Texas,Logitech G35 7.1-Channel Surround Sound Headset,207.984,171.5868,2
2016-05-29,Ohio,"Tensor ""Hersey Kiss"" Styled Floor Lamp",41.568,45.724799999999995,4
2016-05-29,Ohio,Novimex Swivel Fabric Task Chair,317.058,403.1166,3
2016-05-29,Ohio,Ideal Clamps,8.04,5.125499999999999,5
2016-05-29,Indiana,Avery 476,12.39,6.690600000000001,3
2016-05-31,Illinois,Avery 501,5.904,3.9114,2
2016-05-31,Illinois,Xerox 1988,173.488,119.273,7
2016-05-31,Illinois,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",51.56,113.432,2
2016-05-31,Illinois,Storex Dura Pro Binders,3.564,9.801,3
2016-05-11,Arizona,Global Chrome Stack Chair,191.968,175.17079999999999,7
2016-05-03,California,Avery Binding System Hidden Tab Executive Style Index Sets,13.848,8.655000000000001,3
2016-05-30,Virginia,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96,115.48960000000001,4
2016-05-26,Texas,Novimex Swivel Fabric Task Chair,105.686,134.37220000000002,1
2016-05-26,Texas,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,479.44800000000004,2
2016-05-26,Texas,"Global Stack Chair with Arms, Black",104.93,109.427,5
2016-05-31,New Jersey,Xerox 1889,274.8,140.14800000000002,5
2016-05-31,New Jersey,"Fellowes Mobile File Cart, Black",62.18,45.391400000000004,1
2016-05-31,New Jersey,Eldon Image Series Black Desk Accessories,8.28,5.299199999999999,2
2016-05-09,Kentucky,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",48.81,24.893100000000004,3
