Transaction Date, State ,SKU,Sales($),COGS,Qty
2016-01-31,Minnesota,Xerox 1999,12.96,6.739200000000001,2
2016-01-31,Minnesota,"Seth Thomas 13 1/2"" Wall Clock",53.34,36.80460000000001,3
2016-01-31,Minnesota,Ibico Standard Transparent Covers,32.96,16.8096,2
2016-01-02,Ohio,Avery 505,23.68,14.799999999999999,2
2016-01-02,Ohio,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,696.773,5
2016-01-02,Ohio,Speck Products Candyshell Flip Case,62.982,77.6778,3
2016-01-02,Ohio,Cisco 9971 IP Video Phone Charcoal,1188.0,2138.4,9
2016-01-02,Ohio,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,85.1048,2
2016-01-17,Illinois,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,566.8054,7
2016-01-10,New York,Bush Advantage Collection Racetrack Conference Table,1018.104,1391.4088000000002,4
2016-01-30,Texas,Rediform Voice Mail Log Books,14.304,9.2976,6
2016-01-23,Montana,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,15.1008,3
2016-01-23,Montana,Avery 500,14.62,7.748599999999999,2
2016-01-02,Delaware,"SAFCO Mobile Desk Side File, Wire Frame",85.52,63.2848,2
2016-01-02,Delaware,Newell 313,9.84,7.183199999999999,3
2016-01-02,Delaware,Xerox 1959,20.04,10.4208,3
2016-01-27,Ohio,High-Back Leather Manager's Chair,181.986,236.5818,2
2016-01-27,Ohio,Polycom VVX 310 VoIP phone,431.976,532.7704,4
2016-01-27,Ohio,Nortel Meridian M5316 Digital phone,155.37,191.623,1
2016-01-30,California,"Computer Room Manger, 14""",227.36,145.5104,7
2016-01-30,California,Bady BDG101FRU Card Printer,1919.976,1703.9787000000001,3
2016-01-03,Texas,Xerox 21,10.368,6.7392,2
2016-01-05,Washington,Global Deluxe Steno Chair,61.584,68.5122,1
2016-01-13,California,Binding Machine Supplies,70.008,45.505199999999995,3
2016-01-13,California,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,39.57599999999999,4
2016-01-13,California,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,371.88,9
2016-01-03,Texas,Enermax Acrylux Wireless Keyboard,398.4,313.74,5
2016-01-03,Texas,Newell 317,7.056,6.2622,3
2016-01-03,Texas,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,1789.938,9
2016-01-12,Delaware,"Dual Level, Single-Width Filing Carts",465.18,344.2332,3
2016-01-17,Massachusetts,Avery Fluorescent Highlighter Four-Color Set,6.68,4.676,2
2016-01-04,Minnesota,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,16.816800000000004,3
2016-01-04,Minnesota,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,19.95,5
2016-01-04,Virginia,DAX Wood Document Frame,192.22,123.0208,14
2016-01-17,Tennessee,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,78.952,8
2016-01-19,Texas,Bevis Round Conference Table Top & Single Column Base,102.438,115.6086,1
2016-01-19,Texas,Harbour Creations 67200 Series Stacking Chairs,199.304,207.8456,4
2016-01-09,Kentucky,Easy-staple paper,106.32,56.349599999999995,3
2016-01-09,Kentucky,Belkin 5 Outlet SurgeMaster Power Centers,163.44,117.6768,3
2016-01-09,Kentucky,Boston 1730 StandUp Electric Pencil Sharpener,42.76,31.6424,2
2016-01-09,Kentucky,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,27.321499999999997,5
2016-01-06,Colorado,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.6,20.35,5
2016-01-06,Colorado,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.938,3.2946,2
2016-01-05,New York,Newell 34,59.52,44.0448,3
2016-01-05,New York,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,9.2644,2
2016-01-05,New York,Wilson Jones data.warehouse D-Ring Binders with DublLock,13.168,8.5592,2
2016-01-24,Florida,Crayola Colored Pencils,13.12,10.988,5
2016-01-05,California,Acco 6 Outlet Guardian Premium Surge Suppressor,87.36,63.772800000000004,6
2016-01-05,California,Fellowes Binding Cases,56.16,38.61,6
2016-01-13,Georgia,Avery 508,9.82,5.0082,2
2016-01-26,California,Xerox 1991,182.72,98.6688,8
2016-01-27,California,HON 5400 Series Task Chairs for Big and Tall,2803.92,2803.92,5
2016-01-28,North Carolina,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4297.644,6159.9564,13
2016-01-12,Ohio,"BIC Brite Liner Highlighters, Chisel Tip",10.368,8.812800000000001,2
2016-01-12,Ohio,GE 30524EE4,235.188,278.3058,2
2016-01-12,Ohio,Anker 24W Portable Micro USB Car Charger,26.376,23.738400000000002,4
2016-01-12,Ohio,SanDisk Cruzer 4 GB USB Flash Drive,10.384,8.1774,2
2016-01-12,Ohio,LG Electronics Tone+ HBS-730 Bluetooth Headset,107.118,128.5416,3
