Transaction Date, State ,SKU,Sales($),COGS,Qty
2017-11-08,Kentucky,Bush Somerset Collection Bookcase,261.96,220.04639999999998,2
2017-11-08,Kentucky,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,512.3580000000001,3
2017-11-03,Iowa,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,53.172,2
2017-11-03,Iowa,"Avery Durable Plastic 1"" Binders",27.24,13.892399999999999,6
2017-11-06,California,"Global Task Chair, Black",81.424,90.58420000000001,2
2017-11-06,California,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,212.3184,3
2017-11-20,Oklahoma,Avery 519,14.62,7.748599999999999,2
2017-11-20,Oklahoma,Avaya 5420 Digital phone,944.93,708.6975,7
2017-11-16,New Mexico,Staple envelope,28.4,15.051999999999998,5
2017-11-07,Washington,Wilson Jones International Size A4 Ring Binders,27.68,17.991999999999997,2
2017-11-28,Connecticut,Avery Poly Binder Pockets,7.16,3.7232000000000003,2
2017-11-20,Ohio,Advantus SlideClip Paper Clips,19.096,12.4124,7
2017-11-20,Ohio,Avery 512,18.496,12.253599999999999,8
2017-11-20,Ohio,Logitech Wireless Gaming Headset G930,255.984,201.5874,2
2017-11-20,Ohio,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,135.6732,3
2017-11-03,Washington,Newell 332,8.82,6.4386,3
2017-11-04,Kentucky,"OIC Colored Binder Clips, Assorted Sizes",10.74,5.4774,3
2017-11-19,New York,Avery Hanging File Binders,14.352,9.6876,3
2017-11-19,New York,Fellowes Neat Ideas Storage Cubes,64.96,62.361599999999996,2
2017-11-19,New York,Advantus Rolling Storage Box,68.6,50.077999999999996,4
2017-11-04,Washington,"Tenex ""The Solids"" Textured Chair Mats",209.88,174.2004,3
2017-11-07,California,Fellowes Binding Cases,37.44,25.74,4
2017-11-07,California,Ibico Plastic and Wire Spiral Binding Combs,26.976,18.208799999999997,4
2017-11-07,California,Acme Preferred Stainless Steel Scissors,11.36,8.0656,2
2017-11-07,California,Avery 486,14.62,7.748599999999999,2
2017-11-10,California,File Shuttle I and Handi-File,155.82,113.7486,7
2017-11-10,California,Binding Machine Supplies,70.008,45.505199999999995,3
2017-11-13,Washington,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,32.5748,2
2017-11-20,Ohio,Southworth 25% Cotton Granite Paper & Envelopes,15.696,10.5948,3
2017-11-20,Ohio,Acco 3-Hole Punch,2.628,4.5552,2
2017-11-20,Ohio,Avery Recycled Flexi-View Covers for Binding Systems,14.427,25.0068,3
2017-11-24,Pennsylvania,Stockwell Gold Paper Clips,4.416,2.8152000000000004,3
2017-11-12,Arizona,Avery Durable Slant Ring Binders With Label Holder,6.27,10.867999999999999,5
2017-11-12,Arizona,Round Ring Binders,4.368,7.716800000000001,7
2017-11-12,Arizona,Micropad Numeric Keypads,31.984,29.985000000000003,2
2017-11-19,Texas,"Tennsco Lockers, Gray",100.704,117.0684,6
2017-11-19,Texas,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,3.0846,2
2017-11-19,Texas,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,28.028,5
2017-11-19,Texas,Staples,58.368,36.480000000000004,12
2017-11-19,Texas,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,27.1413,3
2017-11-19,Texas,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,46.773999999999994,5
2017-11-19,Texas,Xerox 1905,10.368,6.7392,2
2017-11-19,Texas,Avery Hidden Tab Dividers for Binding Systems,1.192,3.2184,2
2017-11-12,Indiana,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,158.136,8
2017-11-12,Indiana,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,27.1296,2
2017-11-12,Indiana,Xerox 1896,19.98,10.989,2
2017-11-12,Indiana,Newell 332,20.58,15.023399999999999,7
2017-11-12,Indiana,Cardinal Slant-D Ring Binders,17.38,8.69,2
2017-11-22,New York,Luxo Economy Swing Arm Lamp,39.88,28.713600000000003,2
2017-11-22,New York,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,8.077200000000001,4
2017-11-22,New York,BIC Liqua Brite Liner,20.82,13.3248,3
2017-11-10,California,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,8.7556,4
2017-11-10,California,Xerox 1996,32.4,16.848,5
2017-11-24,New York,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216,11.1904,4
2017-11-24,New York,Xerox 196,11.56,5.895600000000001,2
2017-11-24,New York,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4,76.908,4
2017-11-24,New York,Xerox 217,6.48,3.3696000000000006,1
2017-11-01,Virginia,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,15.696000000000002,2
2017-11-01,Virginia,Airmail Envelopes,251.79,133.44869999999997,3
2017-11-26,Alabama,Easy-staple paper,70.98,36.1998,7
2017-11-26,Alabama,Surelock Post Binders,91.68,45.84,3
2017-11-26,Alabama,Wilson Jones DublLock D-Ring Binders,33.75,16.875,5
2017-11-26,Alabama,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,1580.8,8
